$	-0.7958800173440752
$$	-1.1139433523068367
$%	-0.3010299956639812
$0	0.0
$1	-0.3565473235138126
$10	-0.06366907986937727
$100	-0.3309932190414244
$1000	-0.2218487496163564
$11	-0.3010299956639812
$12	-0.3010299956639812
$13	-0.47712125471966244
$15	-0.12493873660829995
$150	0.17609125905568124
$2	-0.3010299956639812
$20	-0.6020599913279624
$200	-0.47712125471966244
$25	0.25527250510330607
$3	-0.47712125471966244
$30	0.0
$300	-0.6020599913279624
$35	0.17609125905568124
$4	-0.7781512503836436
$40	0.3010299956639812
$400	-0.17609125905568127
$49	-0.3010299956639812
$5	-0.5882717068423291
$50	-0.10914446942506803
$500	0.0
$6	-0.8450980400142568
$60	0.47712125471966244
$7	-0.5740312677277188
$75	-0.17609125905568127
$750	0.0
$8	-0.7403626894942439
$80	-0.6020599913279624
$9	-1.1139433523068367
$90	0.17609125905568124
%	0.146128035678238
&	-0.13432847250230742
&/or	0.3010299956639812
'	0.022663984635943785
''	0.3521825181113625
''the	0.9542425094393249
'00s	0.47712125471966244
'01	0.7781512503836436
'04	-0.47712125471966244
'05	0.3010299956639812
'06	0.0
'07	0.47712125471966244
'10'	-0.7781512503836436
'12	0.7781512503836436
'24'	-0.3010299956639812
'30's	0.4259687322722811
'30s	0.12493873660829993
'4	0.0
'40's	0.36797678529459443
'40s	-0.3010299956639812
'42	0.17609125905568124
'44	-0.3010299956639812
'48	0.0
'50's	0.09691001300805642
'50s	-0.09691001300805639
'51	-0.47712125471966244
'54	0.6020599913279624
'60's	0.146128035678238
'60s	-0.02020338608828695
'61	0.47712125471966244
'62	0.0
'63	0.3010299956639812
'66	0.6020599913279624
'68	-0.17609125905568127
'70	-0.3010299956639812
'70's	0.0
'70s	0.027152246043614776
'73	1.0
'78	0.0
'79	-0.3010299956639812
'80	0.3010299956639812
'80's	-0.1918855262389131
'80s	0.16840443038939024
'83	0.0
'84	0.0
'85	-0.3010299956639812
'86	0.0
'87	0.0
'88	0.6989700043360189
'89	-0.3010299956639812
'90's	0.146128035678238
'90s	0.38021124171160603
'91	0.3010299956639812
'92	0.47712125471966244
'93	0.47712125471966244
'94	0.17609125905568124
'95	-0.47712125471966244
'96	0.7781512503836436
'97	-0.6989700043360187
'98	0.17609125905568124
'a	0.3010299956639812
'a'	-0.3010299956639812
'about	0.0
'accidentally'	0.0
'act'	-0.17609125905568127
'acting'	0.3979400086720376
'action	-0.3010299956639812
'actor'	0.0
'actors'	-0.8450980400142568
'adult	0.0
'adult'	0.8450980400142568
'ah	0.0
'airplane'	0.0
'alan	0.0
